"state","year","month","outage_count","max_outage_duration","customer_weighted_hours"
"IL",2017,3,392,40,916490.5
"IL",2017,4,314,27,505804.5
"IL",2017,5,312,24.5,753363.25
"IL",2017,6,293,40,969786.25
"IL",2017,7,291,44.5,1758555.25
"IL",2017,8,215,18,230284.75
"IL",2017,9,184,8,170363.25
"IL",2017,10,231,38.5,407364
"IL",2017,11,205,10.75,246925.75
"IL",2017,12,220,26.75,433705
"IN",2017,0,2860,53.25,6081548.75
"IN",2017,1,157,32.25,412129.25
"IN",2017,2,92,11.25,101596.75
"IN",2017,3,244,34.75,842501
"IN",2017,4,239,36,678846.5
"IN",2017,5,367,38.25,788985.75
"IN",2017,6,296,16.75,419721
"IN",2017,7,350,53.25,1179581.75
"IN",2017,8,180,12.75,329076.25
"IN",2017,9,147,10.25,176569.25
"IN",2017,10,203,36.5,320234.75
"IN",2017,11,431,8.25,620926
"IN",2017,12,154,17.5,211380.5
"IA",2017,0,1350,39.5,2394780
"IA",2017,1,59,9.5,52941.25
"IA",2017,2,85,6,83773.75
"IA",2017,3,115,31,359154.5
"IA",2017,4,91,6.5,97725.5
"IA",2017,5,172,24.5,536171
"IA",2017,6,189,30,369124.5
"IA",2017,7,164,39.5,456752.25
"IA",2017,8,115,11,136431.5
"IA",2017,9,110,10.75,87346.5
"IA",2017,10,104,6.5,87349.5
"IA",2017,11,66,4,57139.5
"IA",2017,12,80,6.5,70870.25
"KS",2017,0,1168,108,4659091
"KS",2017,1,68,104.25,539876.75
"KS",2017,2,35,4,19973.5
"KS",2017,3,89,23,194429
"KS",2017,4,97,108,453090.75
"KS",2017,5,156,25.75,242865.25
"KS",2017,6,148,79,1109308.75
"KS",2017,7,127,74.5,1559172.25
"KS",2017,8,130,21,210270.25
"KS",2017,9,94,6.75,103531.5
"KS",2017,10,83,24.5,119520.5
"KS",2017,11,51,6,31611.5
"KS",2017,12,90,6.75,75441
"KY",2017,0,2388,82,4533655
"KY",2017,1,143,10.75,200299
"KY",2017,2,86,12,91596.25
"KY",2017,3,245,82,1701700.5
"KY",2017,4,208,19.75,263048.75
"KY",2017,5,326,31.75,530394.5
"KY",2017,6,226,21.5,349437.75
"KY",2017,7,304,44.5,526129.75
"KY",2017,8,170,9.75,151137.25
"KY",2017,9,163,12.5,179012.5
"KY",2017,10,146,11.75,152367
"KY",2017,11,244,14.75,259835.75
"KY",2017,12,127,16.25,128696
"LA",2017,0,4815,198.75,14370576.5
"LA",2017,1,424,52.25,1263341
"LA",2017,2,178,198.75,841856.25
"LA",2017,3,380,32.5,599309.25
"LA",2017,4,440,46.5,1708131.75
"LA",2017,5,543,94,3139267.5
"LA",2017,6,555,19.25,940270.25
"LA",2017,7,510,18.5,643325.5
"LA",2017,8,646,69.5,1204806.75
"LA",2017,9,265,12.75,279161.75
"LA",2017,10,385,27.5,857353
"LA",2017,11,126,16.25,101933.75
"LA",2017,12,363,80.75,2791819.75
"ME",2017,0,1493,144,30285134.75
"ME",2017,1,136,17.75,260816
"ME",2017,2,74,34.75,470282.75
"ME",2017,3,107,52.75,1120263.75
"ME",2017,4,75,12.75,202055.25
"ME",2017,5,107,10.25,144331.5
"ME",2017,6,127,26.5,252326.5
"ME",2017,7,106,23.5,221373
"ME",2017,8,113,8.25,204957
"ME",2017,9,140,20.25,246061
"ME",2017,10,196,144,25920051.75
"ME",2017,11,155,68.25,858784
"ME",2017,12,157,24.5,383832.25
"MD",2017,0,3281,38.25,3895086.975
"MD",2017,1,220,13,245789
"MD",2017,2,161,18.75,316701.25
"MD",2017,3,323,38.25,777318.225
"MD",2017,4,229,14,230300.75
"MD",2017,5,274,17.75,210929.5
"MD",2017,6,246,7.25,214351.75
"MD",2017,7,400,25.25,584041.5
"MD",2017,8,653,17.5,702810.75
"MD",2017,9,148,10.75,131605
"MD",2017,10,305,17,208839.25
"MD",2017,11,174,12.25,134041.5
"MD",2017,12,148,10,138358.5
"MA",2017,0,2314,102.5,14604674.75
"MA",2017,1,183,15.75,252957.75
"MA",2017,2,149,36,850182
"MA",2017,3,230,40.75,1415738
"MA",2017,4,160,8.5,156559.5
"MA",2017,5,173,10,248773.75
"MA",2017,6,224,11.25,322796.25
"MA",2017,7,220,13.25,351014
"MA",2017,8,193,16.75,244761.5
"MA",2017,9,201,15.75,262152.5
"MA",2017,10,207,102.5,9778628.5
"MA",2017,11,211,12,308909
"MA",2017,12,163,20.75,412202
"MI",2017,0,4107,85.5,26428005
"MI",2017,1,39,32,119815.75
"MI",2017,2,17,7.5,24429.5
"MI",2017,3,344,82.5,5217011
"MI",2017,4,415,85.5,3248410.25
"MI",2017,5,434,54.25,1518514
"MI",2017,6,552,70.75,3099880.75
"MI",2017,7,435,82.75,5889415.5
"MI",2017,8,362,64.5,1659399.25
"MI",2017,9,295,30.5,781725.5
"MI",2017,10,508,55.5,2712228
"MI",2017,11,273,11.75,385712
"MI",2017,12,433,25.25,1771463.5
"MN",2017,0,1382,97.75,4118720.25
"MN",2017,1,20,5.75,25495.25
"MN",2017,2,21,7.5,50805.75
"MN",2017,3,58,17,104521.75
"MN",2017,4,76,8.25,103481.75
"MN",2017,5,115,9.25,121973.5
"MN",2017,6,225,97.75,1871496
"MN",2017,7,204,40.5,683845.75
"MN",2017,8,168,10.75,253385.75
"MN",2017,9,167,33.5,332157.25
"MN",2017,10,190,35,309795
"MN",2017,11,81,44.75,109121.75
"MN",2017,12,57,55.75,152640.75
"MS",2017,0,2463,83.25,8060042.75
"MS",2017,1,221,62.25,813012.75
"MS",2017,2,61,12.5,49563
"MS",2017,3,124,39,316623.75
"MS",2017,4,280,82,1017084.25
"MS",2017,5,341,63.5,857063
"MS",2017,6,366,50.25,1141073
"MS",2017,7,226,17.75,193311.75
"MS",2017,8,231,27.5,215519.75
"MS",2017,9,145,24,198852
"MS",2017,10,195,61.5,968117.5
"MS",2017,11,112,69.5,594098.5
"MS",2017,12,161,83.25,1695723.5
"MO",2017,0,1833,85.5,6760428.5
"MO",2017,1,106,22,208974.25
"MO",2017,2,83,22.75,68086.5
"MO",2017,3,282,31.75,1122148.25
"MO",2017,4,245,37.25,535859
"MO",2017,5,241,69,517608
"MO",2017,6,175,85.5,1604299.5
"MO",2017,7,127,78.75,1788666
"MO",2017,8,110,23,264540
"MO",2017,9,72,12.75,69436
"MO",2017,10,151,49,420306.25
"MO",2017,11,161,8,101019
"MO",2017,12,80,5.5,59485.75
"MT",2017,0,156,25,346896.5
"MT",2017,1,0,0,0
"MT",2017,2,6,8.75,10092.25
"MT",2017,3,6,3,6766
"MT",2017,4,11,8.25,9381
"MT",2017,5,16,14,26501.5
"MT",2017,6,13,10,19277.5
"MT",2017,7,16,7.75,20674.25
"MT",2017,8,10,19.75,38827.75
"MT",2017,9,22,8.5,30235.25
"MT",2017,10,22,25,107486.5
"MT",2017,11,15,15.75,21380.25
"MT",2017,12,19,22,56274.25
"NE",2017,0,344,119,2592324.25
"NE",2017,1,14,2.75,18096
"NE",2017,2,11,9.75,19182.75
"NE",2017,3,31,3.5,35766.75
"NE",2017,4,20,3.25,17877.5
"NE",2017,5,37,18.25,172507
"NE",2017,6,66,119,2056249
"NE",2017,7,32,8,85072
"NE",2017,8,40,7.5,55991
"NE",2017,9,17,6.25,23579.25
"NE",2017,10,26,6.25,36324.75
"NE",2017,11,31,9,49214
"NE",2017,12,19,4.75,22464.25
"NV",2017,0,736,47,2287517
"NV",2017,1,72,29.25,313247.25
"NV",2017,2,61,47,289829.75
"NV",2017,3,57,45.5,588975.75
"NV",2017,4,52,12.75,78357.25
"NV",2017,5,50,15.5,105968.25
"NV",2017,6,82,10.5,121281.5
"NV",2017,7,91,14.5,152274
"NV",2017,8,77,8,103629.5
"NV",2017,9,53,12.75,90761.75
"NV",2017,10,51,12.75,106374.5
"NV",2017,11,57,12,230347.5
"NV",2017,12,33,10,106470
"NH",2017,0,853,116,10297035.75
"NH",2017,1,73,11,108366.25
"NH",2017,2,49,10.75,63075.25
"NH",2017,3,101,28.5,929529.5
"NH",2017,4,72,11.75,143039.75
"NH",2017,5,87,12.75,139837
"NH",2017,6,82,5.25,81089
"NH",2017,7,63,15,137718.75
"NH",2017,8,74,8,89671.5
"NH",2017,9,54,9.75,58429
"NH",2017,10,78,116,8395682
"NH",2017,11,84,5.75,89787.25
"NH",2017,12,36,14.25,60810.5
"NJ",2017,0,4389,37.75,8844132.25
"NJ",2017,1,345,33,775471.75
"NJ",2017,2,266,32.75,543841.5
"NJ",2017,3,363,37.75,1225402
"NJ",2017,4,368,12.5,568541.25
"NJ",2017,5,451,19.75,639514.75
"NJ",2017,6,541,24.5,1065931.75
"NJ",2017,7,487,21.5,893303.75
"NJ",2017,8,403,19.5,807906
"NJ",2017,9,340,8.25,500295.25
"NJ",2017,10,415,31.75,1375376.5
"NJ",2017,11,182,10.75,182136
"NJ",2017,12,228,16,266411.75
"NM",2017,0,565,54.75,1687056
"NM",2017,1,29,17.5,135195.25
"NM",2017,2,32,9.25,371181.25
"NM",2017,3,15,7.5,22057
"NM",2017,4,47,54.75,78776.5
"NM",2017,5,52,15,74495.75
"NM",2017,6,89,12.25,188565.5
"NM",2017,7,87,17.25,194886
"NM",2017,8,71,39.5,356137
"NM",2017,9,55,10.5,103942.75
"NM",2017,10,43,10,57912.5
"NM",2017,11,15,5.5,12763.5
"NM",2017,12,30,5,91143
"NY",2017,0,6057,107.5,29308568.5
"NY",2017,1,503,42.25,1308952.25
"NY",2017,2,361,95.25,1879542
"NY",2017,3,605,85.5,13067364
"NY",2017,4,385,14.25,553188.75
"NY",2017,5,553,66.25,3142905
"NY",2017,6,681,24,1347144.75
"NY",2017,7,608,59.75,1543440.5
"NY",2017,8,557,24.75,1046886
"NY",2017,9,404,20.25,733561
"NY",2017,10,579,67.5,3341557.25
"NY",2017,11,460,107.5,744505
"NY",2017,12,361,40.5,599522
"NC",2017,0,4549,99,15359184
"NC",2017,1,385,33.5,830320.75
"NC",2017,2,211,12.75,279089.75
"NC",2017,3,362,24.5,730137.5
"NC",2017,4,480,17.75,964080
"NC",2017,5,532,41.75,1616339.25
"NC",2017,6,445,19.75,855613.75
"NC",2017,7,550,34,1466231.75
"NC",2017,8,385,17.5,627111.25
"NC",2017,9,385,99,2527132.5
"NC",2017,10,388,80.75,3682465
"NC",2017,11,89,11.25,119231
"NC",2017,12,337,56.25,1661431.5
"ND",2017,0,141,10.5,211635.75
"ND",2017,1,8,1.25,2249.75
"ND",2017,2,0,0,0
"ND",2017,3,11,3.25,6587.5
"ND",2017,4,9,1.5,8614
"ND",2017,5,10,3.25,5479.25
"ND",2017,6,21,10.5,56144.75
"ND",2017,7,25,8.5,29622.25
"ND",2017,8,18,3.75,17488.5
"ND",2017,9,13,6,24965
"ND",2017,10,17,9.25,24923.75
"ND",2017,11,5,8,6226.25
"ND",2017,12,4,7.25,29334.75
"OH",2017,0,5545,70.75,19604405.75
"OH",2017,1,425,37,1222361.5
"OH",2017,2,297,19.75,529028
"OH",2017,3,501,70.75,4168674
"OH",2017,4,448,37,1090314.5
"OH",2017,5,598,66.5,1490678
"OH",2017,6,642,26.75,1495515.25
"OH",2017,7,717,55.75,3177287.25
"OH",2017,8,457,53.75,1101192.75
"OH",2017,9,361,15.5,884989.75
"OH",2017,10,403,27.5,785879.25
"OH",2017,11,379,59.25,3041699.75
"OH",2017,12,317,16,616785.75
"OK",2017,0,2065,89.5,5518883.75
"OK",2017,1,112,59.75,320430.25
"OK",2017,2,72,26.5,123416.5
"OK",2017,3,164,20,393283
"OK",2017,4,237,89.5,1384712.5
"OK",2017,5,352,44,1153381.25
"OK",2017,6,185,59.75,326461.5
"OK",2017,7,221,28.5,639973.25
"OK",2017,8,208,43,476892.5
"OK",2017,9,130,9.5,160812.75
"OK",2017,10,155,21.5,227391.75
"OK",2017,11,107,6.5,90656
"OK",2017,12,122,15.5,221472.5
"OR",2017,0,978,288,6508530.75
"OR",2017,1,63,64.5,830225.25
"OR",2017,2,58,32.75,368502.75
"OR",2017,3,36,71.25,159078.75
"OR",2017,4,61,74.25,2689622
"OR",2017,5,84,70.5,225965.25
"OR",2017,6,56,288,368474
"OR",2017,7,56,60.5,162763.5
"OR",2017,8,138,126.25,499694.25
"OR",2017,9,86,18.75,238404.25
"OR",2017,10,116,33.75,410609.75
"OR",2017,11,105,16.5,267613.75
"OR",2017,12,119,25.25,287577.25
"PA",2017,0,6497,85.5,15832517.75
"PA",2017,1,453,35.25,680305.5
"PA",2017,2,436,36.25,1343292.5
"PA",2017,3,677,35.75,1782302.25
"PA",2017,4,405,13.5,481122
"PA",2017,5,589,85.5,3656080.5
"PA",2017,6,641,37.5,1426042
"PA",2017,7,716,35.5,1435782.5
"PA",2017,8,636,29.25,1701083.5
"PA",2017,9,550,28.75,877103.75
"PA",2017,10,524,40,1015323.5
"PA",2017,11,429,49,889629.25
"PA",2017,12,441,16.5,544450.5
"RI",2017,0,271,116.75,6718643.75
"RI",2017,1,19,10.75,15854
"RI",2017,2,13,16.25,104303
"RI",2017,3,35,7.5,77024.25
"RI",2017,4,25,5.5,34861.5
"RI",2017,5,14,2.5,19713.75
"RI",2017,6,23,3.75,21862.5
"RI",2017,7,23,7.25,52457.25
"RI",2017,8,12,5.25,8442.25
"RI",2017,9,46,4,72828
"RI",2017,10,20,116.75,6273745.5
"RI",2017,11,22,6.25,23301
"RI",2017,12,19,3.75,14250.75
"SC",2017,0,2471,94.5,11243710.25
"SC",2017,1,140,11.5,142249.75
"SC",2017,2,117,10.5,117968.75
"SC",2017,3,177,43.25,629126
"SC",2017,4,226,23.75,476010.75
"SC",2017,5,279,18.75,405794
"SC",2017,6,234,19.5,328679.75
"SC",2017,7,321,21.25,535903.75
"SC",2017,8,234,15.5,281850.5
"SC",2017,9,277,94.5,7314186.5
"SC",2017,10,218,55,761226.25
"SC",2017,11,113,36.5,111607.25
"SC",2017,12,135,14.25,139107
"SD",2017,0,108,10.75,162055.5
"SD",2017,1,0,0,0
"SD",2017,2,3,1.75,2047.5
"SD",2017,3,5,1.75,6628
"SD",2017,4,9,3,10645
"SD",2017,5,10,10.75,24989.75
"SD",2017,6,12,6.75,19690.25
"SD",2017,7,21,4.25,21322
"SD",2017,8,9,5.5,14839.5
"SD",2017,9,7,4.75,6922.25
"SD",2017,10,15,4.75,30867.25
"SD",2017,11,12,5.75,18089.25
"SD",2017,12,5,3.75,6014.75
"TN",2017,0,2259,144.25,16316519
"TN",2017,1,137,13.75,207413.75
"TN",2017,2,102,14.75,133403.5
"TN",2017,3,205,22.75,413624.25
"TN",2017,4,237,69.75,758062.25
"TN",2017,5,309,113.75,10257465.25
"TN",2017,6,223,119.25,1971813
"TN",2017,7,194,52.25,324387.25
"TN",2017,8,175,60,783273.25
"TN",2017,9,173,144.25,635234.5
"TN",2017,10,188,41,252269.25
"TN",2017,11,149,26.5,298633.75
"TN",2017,12,167,16.75,280939
"TX",2017,0,4557,331.25,20131960.75
"TX",2017,1,294,17.5,629734.75
"TX",2017,2,167,22.25,256236.25
"TX",2017,3,254,17,494270
"TX",2017,4,305,93.75,1380331.25
"TX",2017,5,395,96,2470473
"TX",2017,6,426,18,631159
"TX",2017,7,444,29.5,806730
"TX",2017,8,516,331.25,10598028.75
"TX",2017,9,320,26.25,642583.25
"TX",2017,10,274,17.5,524911.5
"TX",2017,11,264,23.5,234612.25
"TX",2017,12,898,28.25,1462890.75
"UT",2017,0,443,26.25,1014044.5
"UT",2017,1,0,0,0
"UT",2017,2,2,1.75,4679.5
"UT",2017,3,7,3.75,34053.5
"UT",2017,4,14,15,74822
"UT",2017,5,6,6,9333.75
"UT",2017,6,9,9.25,17152.75
"UT",2017,7,6,5.75,4371.25
"UT",2017,8,97,12.5,163613.5
"UT",2017,9,102,26.25,308715.5
"UT",2017,10,72,11.5,126163.75
"UT",2017,11,71,12.25,181625.25
"UT",2017,12,57,14,89513.75
"VT",2017,0,1205,48,3601083.75
"VT",2017,1,46,5.5,54803
"VT",2017,2,35,10.75,57517
"VT",2017,3,41,12.5,76588.5
"VT",2017,4,56,17.75,108271.5
"VT",2017,5,76,44.75,454099.25
"VT",2017,6,67,10.5,60112.5
"VT",2017,7,63,14,98288.25
"VT",2017,8,51,7,76810.75
"VT",2017,9,31,8,33150.75
"VT",2017,10,78,48,2107026.75
"VT",2017,11,610,10.75,375946
"VT",2017,12,51,15.25,98469.5
"VA",2017,0,5219,61,10492968.95
"VA",2017,1,386,31.75,606076.75
"VA",2017,2,286,33.75,708130.75
"VA",2017,3,463,34.75,1222082
"VA",2017,4,452,33,1069506.75
"VA",2017,5,641,25.75,1117809.25
"VA",2017,6,505,19.5,890163.25
"VA",2017,7,631,32.75,1085279.75
"VA",2017,8,503,37.5,848188
"VA",2017,9,326,14.5,362708.25
"VA",2017,10,513,39.25,1106787.5
"VA",2017,11,178,17.5,188989.2
"VA",2017,12,335,61,1287247.5
"WA",2017,0,1509,96.75,9977465.75
"WA",2017,1,128,23.25,397812.25
"WA",2017,2,101,85.25,2820159.5
"WA",2017,3,104,16.25,240358.75
"WA",2017,4,116,30,503992.5
"WA",2017,5,143,49.5,998079
"WA",2017,6,109,21.25,215935.75
"WA",2017,7,105,26.25,234705.75
"WA",2017,8,136,16.5,310388.75
"WA",2017,9,147,18.5,303528
"WA",2017,10,138,28.75,810982
"WA",2017,11,147,96.75,2397358.75
"WA",2017,12,135,25.75,744164.75
"WV",2017,0,3007,275,14158029.75
"WV",2017,1,205,77.5,420467.5
"WV",2017,2,164,157.25,518979.5
"WV",2017,3,317,118.5,4985971
"WV",2017,4,232,275,596247
"WV",2017,5,452,33,1710103
"WV",2017,6,305,31.25,1170500.5
"WV",2017,7,439,48,2584542.5
"WV",2017,8,238,29.5,739046.75
"WV",2017,9,183,18.5,321453
"WV",2017,10,284,22.25,700030.5
"WV",2017,11,100,19,268189.5
"WV",2017,12,88,15.25,142499
"WI",2017,0,1860,137.5,7992438.5
"WI",2017,1,72,137.5,172821
"WI",2017,2,62,19.25,91578.25
"WI",2017,3,185,33.5,1094667.25
"WI",2017,4,109,42.75,553255.5
"WI",2017,5,180,19.25,631804.75
"WI",2017,6,351,79,3506380.25
"WI",2017,7,314,53.75,1160545.5
"WI",2017,8,140,5.75,153780.25
"WI",2017,9,111,7.5,130473
"WI",2017,10,143,25.5,193786.25
"WI",2017,11,88,9,107682.75
"WI",2017,12,105,10.25,195663.75
"WY",2017,0,111,11.25,208615.5
"WY",2017,1,0,0,0
"WY",2017,2,2,1.5,1269.5
"WY",2017,3,3,3,2784
"WY",2017,4,8,8,9012.25
"WY",2017,5,4,3.25,4495.25
"WY",2017,6,2,0.5,294.25
"WY",2017,7,3,0.25,185.75
"WY",2017,8,23,5.5,59465.75
"WY",2017,9,16,4,52822.25
"WY",2017,10,16,7.75,16430.5
"WY",2017,11,22,4.75,14855.75
"WY",2017,12,12,11.25,47000.25
"AL",2018,0,4361,161.25,10377495.25
"AL",2018,1,219,9.75,178703.5
"AL",2018,2,97,101,137461.25
"AL",2018,3,299,68,530617
"AL",2018,4,367,22.25,565984.5
"AL",2018,5,489,23.75,772680.25
"AL",2018,6,637,28.25,2771172.5
"AL",2018,7,535,20.25,474484
"AL",2018,8,457,12.25,411116
"AL",2018,9,354,27.75,705397.5
"AL",2018,10,277,161.25,2544783.5
"AL",2018,11,332,9.75,297901.5
"AL",2018,12,298,56,987193.75
"AK",2018,0,492,46,1419569.75
"AK",2018,1,49,18.5,106808.75
"AK",2018,2,46,41.75,190070.25
"AK",2018,3,31,46,36901
"AK",2018,4,26,16.25,191576.5
"AK",2018,5,27,14.75,56297
"AK",2018,6,26,7.5,27651.75
"AK",2018,7,29,6.5,67686.75
"AK",2018,8,53,20.5,103913.5
"AK",2018,9,29,9.5,84037.5
"AK",2018,10,69,18.75,245699
"AK",2018,11,31,14.25,147672.75
"AK",2018,12,76,13.75,161255
"AZ",2018,0,1585,153,5467807.75
"AZ",2018,1,102,9.25,118115.25
"AZ",2018,2,66,13.75,129309.25
"AZ",2018,3,83,153,233167
"AZ",2018,4,131,74.25,312599.75
"AZ",2018,5,138,25.5,281815.75
"AZ",2018,6,159,58.25,474136.5
"AZ",2018,7,231,19,1692841
"AZ",2018,8,202,22.5,1175153.75
"AZ",2018,9,129,32.5,214491.25
"AZ",2018,10,176,30,418878.5
"AZ",2018,11,90,27.25,247822
"AZ",2018,12,78,25,169477.75
"AR",2018,0,2081,72.75,5885007.25
"AR",2018,1,195,8.5,230241.5
"AR",2018,2,131,25,192114.75
"AR",2018,3,138,11.75,161906.25
"AR",2018,4,150,42.25,392881.25
"AR",2018,5,190,30.75,409914.5
"AR",2018,6,234,72.75,898317.5
"AR",2018,7,253,49.25,1970075.75
"AR",2018,8,252,68.5,528041
"AR",2018,9,130,15,153196.75
"AR",2018,10,123,14.25,207929
"AR",2018,11,128,10.75,179029.25
"AR",2018,12,157,38.25,561359.75
"CA",2018,0,9512,244,53215419.25
"CA",2018,1,525,67,2153168.75
"CA",2018,2,459,27.25,1693922.5
"CA",2018,3,642,47.25,2004368.75
"CA",2018,4,588,63,2105943.5
"CA",2018,5,591,35.25,1777819.75
"CA",2018,6,1144,67,3019275
"CA",2018,7,1186,61,5690344.5
"CA",2018,8,941,244,3847910
"CA",2018,9,858,78,2788147.5
"CA",2018,10,910,108.5,6377446.75
"CA",2018,11,829,209.75,15973796
"CA",2018,12,839,171.5,5783276.25
"CO",2018,0,1767,42.25,3482745.75
"CO",2018,1,102,10.75,90205.5
"CO",2018,2,104,15.5,141061.25
"CO",2018,3,145,27,284812.75
"CO",2018,4,158,42.25,727421
"CO",2018,5,148,16.5,207832.5
"CO",2018,6,220,23.75,414437.5
"CO",2018,7,243,25,529246
"CO",2018,8,156,15.75,268580
"CO",2018,9,123,14.5,204604.25
"CO",2018,10,150,13.5,266794.25
"CO",2018,11,130,8.75,254219.75
"CO",2018,12,88,10.75,93531
"CT",2018,0,1379,154.75,11892473.75
"CT",2018,1,100,6.25,70862
"CT",2018,2,58,13.25,153586
"CT",2018,3,100,110.25,7333381.5
"CT",2018,4,97,9.5,83376
"CT",2018,5,108,154.75,3010773.5
"CT",2018,6,147,7.75,152293.5
"CT",2018,7,161,13.75,202095.75
"CT",2018,8,152,15.5,196235
"CT",2018,9,123,21.5,245978.25
"CT",2018,10,137,21,185778
"CT",2018,11,102,12,120866.25
"CT",2018,12,94,16,137248
"DE",2018,0,316,81.5,1037140.5
"DE",2018,1,45,5,45005.5
"DE",2018,2,11,2.75,9583.25
"DE",2018,3,36,81.5,721968.25
"DE",2018,4,14,6.5,22199.75
"DE",2018,5,35,5.75,45754.5
"DE",2018,6,21,4.25,21370
"DE",2018,7,35,11,41553.5
"DE",2018,8,44,12,33829.25
"DE",2018,9,22,6.75,23067.25
"DE",2018,10,16,9.25,15322
"DE",2018,11,20,9,38124.75
"DE",2018,12,17,11.25,19362.5
NA,2018,0,321,89,1436950.5
NA,2018,1,25,8.5,30876
NA,2018,2,21,3.5,9821.75
NA,2018,3,20,89,1073136.25
NA,2018,4,15,6.25,14574
NA,2018,5,42,6.25,37952.25
NA,2018,6,21,4.5,18607.25
NA,2018,7,40,10.75,81092
NA,2018,8,35,31.25,73065
NA,2018,9,37,8.25,38104
NA,2018,10,29,9.25,24171
NA,2018,11,22,7.25,17286.75
NA,2018,12,14,6,18264.25
"FL",2018,0,12120,532.75,56242509.25
"FL",2018,1,1103,13.5,1364369.25
"FL",2018,2,553,29.25,553881.25
"FL",2018,3,729,15.75,864195
"FL",2018,4,891,186,1407815.25
"FL",2018,5,1158,31.5,1327441
"FL",2018,6,1312,30.25,1699622
"FL",2018,7,1328,21,1814930.5
"FL",2018,8,1329,22.5,1742035.75
"FL",2018,9,1062,90.5,1389857
"FL",2018,10,891,532.75,41679423.5
"FL",2018,11,891,25.75,984862.75
"FL",2018,12,873,35.75,1414076
"GA",2018,0,6260,269.75,20625028.75
"GA",2018,1,428,10,692688
"GA",2018,2,256,8.5,189494.25
"GA",2018,3,430,29,665246.75
"GA",2018,4,347,21.25,525139.25
"GA",2018,5,552,13.5,478866.75
"GA",2018,6,920,35.5,1530286.25
"GA",2018,7,721,44.75,1648498.5
"GA",2018,8,727,21.25,811574
"GA",2018,9,471,10.5,451384.25
"GA",2018,10,637,269.75,12241312
"GA",2018,11,366,43.5,443242
"GA",2018,12,405,60,947296.75
"HI",2018,0,318,16,789303.75
"HI",2018,1,28,3,29218.5
"HI",2018,2,25,6.25,65714.75
"HI",2018,3,30,3.5,45495.75
"HI",2018,4,22,9,132292.25
"HI",2018,5,24,5.25,38716
"HI",2018,6,21,5.5,47136.25
"HI",2018,7,30,11.5,64844.75
"HI",2018,8,28,10.75,81954
"HI",2018,9,30,16,91179.75
"HI",2018,10,25,8,69300.25
"HI",2018,11,28,9,55311.5
"HI",2018,12,27,11.25,68140
"ID",2018,0,869,34.25,1451088.25
"ID",2018,1,65,12.25,59264.75
"ID",2018,2,45,7.75,63174.75
"ID",2018,3,61,6.75,86066
"ID",2018,4,98,15,117942.25
"ID",2018,5,72,21.25,118000
"ID",2018,6,85,9,150595.75
"ID",2018,7,82,23.5,169363.75
"ID",2018,8,86,7.25,126172.25
"ID",2018,9,53,9.5,64568
"ID",2018,10,73,18.75,90007.75
"ID",2018,11,68,34.25,196123.5
"ID",2018,12,81,22,209809.5
"IL",2018,0,4215,106.5,12343935.25
"IL",2018,1,329,13,369894.5
"IL",2018,2,262,21.25,281652.75
"IL",2018,3,216,10.5,233953.25
"IL",2018,4,283,13,307358
"IL",2018,5,410,23,741470
"IL",2018,6,582,23,2138066.25
"IL",2018,7,450,26,763300
"IL",2018,8,417,24,937881
"IL",2018,9,365,31.5,793309
"IL",2018,10,338,30.5,749688.75
"IL",2018,11,309,106.5,4698411.5
"IL",2018,12,254,44.75,328950.25
"IN",2018,0,2875,372.5,10330140
"IN",2018,1,228,17.75,367556.5
"IN",2018,2,175,33,299773.5
"IN",2018,3,129,13.5,230968.25
"IN",2018,4,179,19,324024
"IN",2018,5,294,46.75,981229.75
"IN",2018,6,390,143.75,773363.5
"IN",2018,7,290,166.5,1347659.75
"IN",2018,8,273,372.5,1177756.75
"IN",2018,9,242,45.5,657917.25
"IN",2018,10,285,73,1827888.25
"IN",2018,11,229,84,2120005.5
"IN",2018,12,161,13,221997
"IA",2018,0,1405,78.25,2475021.5
"IA",2018,1,101,6.25,111201.25
"IA",2018,2,43,5,36632.5
"IA",2018,3,111,27.25,188118
"IA",2018,4,118,24.75,185486.5
"IA",2018,5,129,33.5,208985.5
"IA",2018,6,258,29.25,393291.25
"IA",2018,7,144,78.25,756754.25
"IA",2018,8,165,18,263816
"IA",2018,9,132,10.5,142912.25
"IA",2018,10,101,9.5,101129
"IA",2018,11,59,19.5,45209
"IA",2018,12,44,4.5,41486
"KS",2018,0,1547,60.75,3468708.75
"KS",2018,1,89,9,98459.25
"KS",2018,2,89,9,119516.5
"KS",2018,3,113,4.5,85665.25
"KS",2018,4,98,10.75,109284.75
"KS",2018,5,157,22.5,227354
"KS",2018,6,218,60.75,1374995
"KS",2018,7,173,14.5,334726.5
"KS",2018,8,183,28,415146.75
"KS",2018,9,82,10.5,87600.75
"KS",2018,10,150,15.75,175002
"KS",2018,11,146,25.5,372043.25
"KS",2018,12,49,7.25,68914.75
"KY",2018,0,2884,273.25,11104076.75
"KY",2018,1,219,7.75,201529.25
"KY",2018,2,152,273.25,472827.5
"KY",2018,3,190,84.5,575055.25
"KY",2018,4,189,45.5,420881
"KY",2018,5,315,45.25,763312.25
"KY",2018,6,418,33.5,852145.25
"KY",2018,7,338,57.25,3789178.75
"KY",2018,8,226,21,236631
"KY",2018,9,246,25.75,274712.75
"KY",2018,10,192,18,387806
"KY",2018,11,235,86.25,2920107
